,ingredient name,kor ingredient name,data available level,score with min,score,score class,cancer,developmental & reproductive toxicity,allergies & immunotoxicity
4502,THIOTAURINE,티오타우린,Limited,1,1,Green,LOW,LOW,LOW
4503,TILIA TOMENTOSA BUD EXTRACT,실버라임싹추출물,None,1,1,Green,LOW,LOW,LOW
4504,VETIVERIA ZIZANOIDES EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4505,CLARY SAGE,,Limited,1,1,Green,LOW,LOW,LOW
4506,PHENYLACETIC ACID,,Fair,1,1,Green,LOW,LOW,LOW
4507,PSEUDOTSUGA MENZIESII (BALSAM OREGON) OIL,,Limited,1,1,Green,LOW,LOW,LOW
4508,HUMULUS LUPULUS (HOPS) OIL,호프콘오일,Limited,1,1,Green,LOW,LOW,LOW
4509,CRINUM ASIATICUM EXTRACT,문주란추출물,None,1,1,Green,LOW,LOW,LOW
4510,OCOTEA CYMBARUM OIL,,None,1,1,Green,LOW,LOW,LOW
4511,PANTOTHENIC ACID/ YEAST POLYPEPTIDE,판토테닉애씨드/효모폴리펩타이드,None,1,1,Green,LOW,LOW,LOW
4512,METHYLSALICYLATYL GLYCYRRHETINATE,,None,1,1,Green,LOW,LOW,LOW
4513,ACRYLAMIDE/ SODIUM ACRYLATE COPOLYMER,아크릴아마이드/소듐아크릴레이트코폴리머,Limited,2-3,3,Yellow,LOW,LOW,LOW
4514,HYDROXYSTEARYL CETYL ETHER,하이드록시스테아릴세틸에터,None,1,1,Green,LOW,LOW,LOW
4515,LAMIUM ALBUM (WHITE NETTLE) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4516,LILIUM (LILY) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4517,LITSEA CUBEBA (MAY CHANG),,Limited,1,1,Green,LOW,LOW,LOW
4518,MONARDA DIDYMA OIL,베르가못오일,Limited,1,1,Green,LOW,LOW,LOW
4519,MUCOR MIEHEI EXTRACT,리조무코르 미에헤이추출물,None,1,1,Green,LOW,LOW,LOW
4520,PEG-15 COCOPOLYAMINE,피이지-15코코폴리아민,None,3,3,Yellow,LOW,LOW,LOW
4521,POLYSORBATE-65,폴리솔베이트65,Limited,3,3,Yellow,LOW,LOW,LOW
4522,SUCCINIC ACID,석시닉애씨드,Fair,1,1,Green,LOW,LOW,LOW
4523,THIOLACTIC ACID,티오락틱애씨드,Limited,1,1,Green,LOW,LOW,LOW
4524,WHEATGERMAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,위트점아미도프로필에틸다이모늄에토설페이트,None,3,3,Yellow,LOW,LOW,HIGH
4525,4-AMINO-3-NITROPHENOL,,Limited,2,2,Green,LOW,LOW,LOW
4526,ALKANNA TINCTORIA (ALKANET) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4527,CARBON,카본,Good,4,4,Yellow,LOW,LOW,LOW
4528,CETYL STEARATE,세틸스테아레이트,None,1,1,Green,LOW,LOW,LOW
4529,CHAMAECYPARIS OBTUSA WATER,편백수,None,1,1,Green,LOW,LOW,LOW
4530,EMERALD,,Limited,3,3,Yellow,LOW,LOW,LOW
4531,HEDYCHIUM SPICATUM EXTRACT,스피카툼꽃생강추출물,None,1,1,Green,LOW,LOW,LOW
4532,JUNIPERUS OXYCEDRUS,,Limited,1,1,Green,LOW,LOW,LOW
4533,OPOPONAX OIL,오포포낙스오일,Limited,1-4,4,Yellow,LOW,LOW,LOW
4534,SECALE CEREALE (RYE) SEED EXTRACT,호밀추출물,Fair,1,1,Green,LOW,LOW,LOW
4535,TRIDECETH-8,트라이데세스-8,Limited,1,1,Green,LOW,LOW,LOW
4536,TRIFOLIUM PRATENSE (CLOVER) LEAF EXTRACT,붉은토끼풀잎추출물,Limited,1,1,Green,LOW,LOW,LOW
4537,URTICA URENS LEAF EXTRACT,서양쐐기풀잎추출물,None,1,1,Green,LOW,LOW,LOW
4538,VACCINIUM MYRTILLUS (BILBERRY) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
4539,MINERAL WATERS,,Fair,1,1,Green,LOW,LOW,LOW
4540,POTASSIUM POLYSORBATE,,Limited,3,3,Yellow,LOW,LOW,LOW
4541,CANARIUM COMMUNE (ELEMI) OIL,,None,1,1,Green,LOW,LOW,LOW
4542,GARDENIA TAHITENSIS (MONOI DE TAHITI) OIL,,None,1,1,Green,LOW,LOW,LOW
4543,COPAIFERA OFFICINALIS (BALSAM COPAIBA) OIL,,Limited,1,1,Green,LOW,LOW,LOW
4544,HYDROGENATED OLIVE OIL CAPRYLYL ESTERS,하이드로제네이티드올리브오일카프릴릴에스터,None,1,1,Green,LOW,LOW,LOW
4545,THUJA ORIENTALIS EXTRACT,측백나무추출물,None,1,1,Green,LOW,LOW,LOW
4546,GALACTOARABINAN (LARCH TREE) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4547,GLYCERETH-8 ESTERS,,None,1,1,Green,LOW,LOW,LOW
4548,SARGASSUM FULVELLUM EXTRACT,모자반추출물,None,4,4,Yellow,LOW,LOW,LOW
4549,CARAWAY EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4550,DI-C12-18 ALKYL DIMONIUM CHLORIDE,다이-C12-18알킬다이모늄클로라이드,None,1,1,Green,LOW,LOW,LOW
4551,HESPERETIN LAURATE,헤스페레틴라우레이트,None,1,1,Green,LOW,LOW,LOW
4552,ISODECYL OLEATE,아이소데실올리에이트,None,1,1,Green,LOW,LOW,LOW
4553,ISOPROPYL STEARATE,아이소프로필스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
4554,LEAD ACETATE,,Robust,10,10,Red,MODERATE,HIGH,LOW_MODERATE
4555,M-PHENYLENEDIAMINE,m-페닐렌디아민,Fair,4-8,8,Red,LOW,LOW,MODERATE
4556,PASSIFLORA QUADRANGULARIS (GIANT GRANADILLA) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4557,PEG-1 STEARATE,,None,1-6,6,Yellow,LOW,LOW,LOW
4558,ROSE FLOWER,,Limited,1,1,Green,LOW,LOW,LOW
4559,SANGUISORBA OFFICINALIS (GREAT BURNET) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4560,SESAMUM INDICUM (SESAME) OIL UNSAPONIFIABLES,참깨오일불검화물,Limited,1,1,Green,LOW,LOW,LOW
4561,SORBETH-30 TETRAOLEATE,솔베스-30테트라올리에이트,None,1,1,Green,LOW,LOW,LOW
4562,CRATAEGUS MONOGINA FLOWER EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4563,GLYCERYL ARACHIDONATE,글리세릴아라키도네이트,Limited,1,1,Green,LOW,LOW,LOW
4564,MORINDA CITRIFOLIA SEED OIL,노니씨오일,None,1,1,Green,LOW,LOW,LOW
4565,PIPER METHYSTICUM (KAVA KAVA) EXTRACT,,Fair,3,3,Yellow,LOW,LOW,LOW
4566,SAPONIFIED PRUNUS ARMENIACA (APRICOT) KERNEL OIL,,None,1,1,Green,LOW,LOW,LOW
4567,ARTEMISIA PALLENS FLOWER OIL,다바나꽃오일,None,1,1,Green,LOW,LOW,LOW
4568,BEE VENOM,벌독,None,6,6,Yellow,LOW,LOW,HIGH
4569,SHEA BUTTER GLYCERETH-8 ESTERS,시어버터글리세레스-8에스터,None,1,1,Green,LOW,LOW,LOW
4570,PEUCEDANUM OSTRUTHIUM (MASTERWORT) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4571,HYDROLYZED RHIZOBIAN GUM,하이드롤라이즈드라이조비안검,None,1,1,Green,LOW,LOW,LOW
4572,HYDROLYZED SWEET ALMOND SEEDCAKE,하이드롤라이즈드스위트아몬드씨드케이크,None,1,1,Green,LOW,LOW,LOW
4573,DIMETHOXYTOLYL PROPYLRESORCINOL,다이메톡시톨릴프로필레조시놀,None,1,1,Green,LOW,LOW,LOW
4574,GALAXOLIDE,,Limited,1,1,Green,LOW,LOW,LOW
4575,CAMELLIA KISSI OIL,,None,1,1,Green,LOW,LOW,LOW
4576,CHAENOMELES SINENSIS (CHINESE-QUINCE) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4577,GLYCERYL TRIACETYL RICINOLEATE,글리세릴트라이아세틸리시놀레이트,Limited,1,1,Green,LOW,LOW,LOW
4578,IRON DIOXIDE,,None,1,1,Green,LOW,LOW,LOW
4579,LILIUM TIGRINUM (LILIUM LANCIFOLIUM) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4580,METHYL GLUCETH-20 BENZOATE,메틸글루세스-20벤조에이트,None,1,1,Green,LOW,LOW,LOW
4581,MIPA-LAURETH SULFATE,미파-라우레스설페이트,Limited,1-4,4,Yellow,LOW,LOW,LOW
4582,PEG-6 ISOSTEARATE,피이지-6아이소스테아레이트,None,3,3,Yellow,LOW,LOW,LOW
4583,PERFLUORONONYL OCTYLDODECYL GLYCOL MEADOWFOAMATE,퍼플루오로노닐옥틸도데실글라이콜메도우포메이트,None,4,4,Yellow,LOW,LOW,LOW
4584,SERENOA REPENS (SAW PALMETTO) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4585,SODIUM LAURETH-6 CARBOXYLATE,소듐라우레스-6카복실레이트,None,2,2,Green,LOW,LOW,LOW
4586,SODIUM LAUROAMPHO PG-ACETATE PHOSPHATE,소듐라우로암포피지-아세테이트포스페이트,None,1,1,Green,LOW,LOW,LOW
4587,TRISODIUM SULFOSUCCINATE,트라이소듐설포석시네이트,None,1,1,Green,LOW,LOW,LOW
4588,VITAMIN E EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4589,YUCCA ALOIFOLIA EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4590,CINNAMOMUM CAMPHORA (CAMPHOR) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4591,CITRINE,황수정,Limited,1,1,Green,LOW,LOW,LOW
4592,CRYPTOMERIA JAPONICA LEAF EXTRACT,삼나무잎추출물,None,1,1,Green,LOW,LOW,LOW
4593,ERIOBOTRYA JAPONICA LEAF EXTRACT,비파나무잎추출물,Limited,1,1,Green,LOW,LOW,LOW
4594,FRAGARIA VESCA (STRAWBERRY) LEAF EXTRACT,야생딸기잎추출물,Limited,1,1,Green,LOW,LOW,LOW
4595,HORDEUM VULGARE SEED EXTRACT,보리씨추출물,None,1,1,Green,LOW,LOW,LOW
4596,MAHONIA AQUIFOLIUM ROOT EXTRACT,뿔남천뿌리추출물,None,1,1,Green,LOW,LOW,LOW
4597,PEG-7 CAPRYLIC/ CAPRIC GLYCERIDES,피이지-7카프릴릭/카프릭글리세라이즈,None,1-6,6,Yellow,LOW,LOW,LOW
4598,POLYGLYCERYL-3 COCOATE,폴리글리세릴-3코코에이트,Limited,1,1,Green,LOW,LOW,LOW
4599,PRUNUS CERASUS (BITTER CHERRY) EXTRACT,신양벚나무추출물,Limited,1,1,Green,LOW,LOW,LOW
4600,TRIFLUOROACETYL TRIPEPTIDE-2,트라이플루오로아세틸트라이펩타이드-2,None,1,1,Green,LOW,LOW,LOW
4601,LILAC FLOWER EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4602,OCIMUM SANCTUM (HOLY BASIL) OIL,,Limited,1,1,Green,LOW,LOW,LOW
4603,CALCIUM HYDROXYMETHIONINE,칼슘하이드록시메티오닌,Limited,1,1,Green,LOW,LOW,LOW
4604,C4-24 ALKYL DIMETHICONE/ DIVINYLDIMETHICONE CROSSPOLYMER,C4-24알킬다이메티콘/다이비닐다이메티콘크로스폴리머,None,1,1,Green,LOW,LOW,LOW
4605,PARACHLORELLA BEIJERINCKII EXOPOLYSACCHARIDES,,None,1,1,Green,LOW,LOW,LOW
4606,BRASSICA CAMPESTRIS (RAPESEED) STEROL,,Limited,1,1,Green,LOW,LOW,LOW
4607,FATTY ACIDS,,Fair,1,1,Green,LOW,LOW,LOW
4608,GENISTEIN,제니스테인,Fair,1,1,Green,LOW,LOW,LOW
4609,MELALEUCA QUINQUENERVIA VIRIDIFLORA (NIAOULI) LEAF OIL,,None,1,1,Green,LOW,LOW,LOW
4610,SODIUM COCOYL COLLAGEN AMINO ACID,,None,1,1,Green,LOW,LOW,LOW
4611,TANNIC ACID,탄닉애씨드,Fair,1,1,Green,LOW,LOW,LOW
4612,TETRASODIUM IMINODISUCCINATE,테트라소듐이미노다이석시네이트,None,1,1,Green,LOW,LOW,LOW
4613,TRIMETHICONE,,Limited,1,1,Green,LOW,LOW,LOW
4614,BIOTITE,흑운모,Limited,1,1,Green,LOW,LOW,LOW
4615,CETETHYL MORPHOLINIUM ETHOSULFATE,세테틸모폴리늄에토설페이트,Limited,4,4,Yellow,LOW,LOW,LOW
4616,CITRUS JUNOS PEEL OIL,유자껍질오일,None,1,1,Green,LOW,LOW,LOW
4617,GLYCERETH-17 COCOATE,글리세레스-17코코에이트,None,1,1,Green,LOW,LOW,LOW
4618,SACCHAROMYCES FERMENT LYSATE FILTRATE,효모발효용해여과물,None,1,1,Green,LOW,LOW,LOW
4619,RUSSELIA EQUISETIFORMIS LEAF/ STEM EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4620,HYPERICUM PERFORATUM (ST. JOHN'S WORT) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4621,COCOS NUCIFERA FRUIT,,None,1,1,Green,LOW,LOW,LOW
4622,PALMITOYL GRAPEVINE SHOOT EXTRACT,팔미토일포도덩굴싹추출물,None,1,1,Green,LOW,LOW,LOW
4623,SODIUM STYRENE/ MA COPOLYMER,소듐스타이렌/엠에이코폴리머,None,1,1,Green,LOW,LOW,LOW
4624,SANTALUM ACUMINATUM FRUIT EXTRACT,콴동열매추출물,None,1,1,Green,LOW,LOW,LOW
4625,POLYMETHYLSILSESQUIOXANE/ BENZIMIDAZOLE/ DIAMOND/ AMIDOETHYLCARBAMOYLPROPYL COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
4626,VEGETARIAN GLYCERIN,,None,1,1,Green,LOW,LOW,LOW
4627,HYDROGENATED OLIVE OIL MYRISTYL ESTERS,하이드로제네이티드올리브오일미리스틸에스터,None,1,1,Green,LOW,LOW,LOW
4628,ETLINGERA ELATIOR FLOWER EXTRACT,필리핀왁스플라워꽃추출물,None,1,1,Green,LOW,LOW,LOW
4629,SORBITOL/ SEBACIC ACID COPOLYMER BEHENATE,,None,1,1,Green,LOW,LOW,LOW
4630,Helianthus Annuus (Sunflower) Sprout Extract,해바라기싹추출물,None,1,1,Green,LOW,LOW,LOW
4631,AVENA SATIVA (OAT) MILK,,Fair,1,1,Green,LOW,LOW,LOW
4632,DECYL OLIVATE,데실올리베이트,None,1,1,Green,LOW,LOW,LOW
4633,LAMIUM ALBUM (WHITE NETTLE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4634,PAPAVER RHOEAS (CORN POPPY) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4635,PETROSELINUM CRISPUM (PARSLEY) OIL,,Limited,1,1,Green,LOW,LOW,LOW
4636,POLYACRYLAMIDOMETHYLPROPANE SULFONIC ACID,폴리아크릴아미도메틸프로판설포닉애씨드,Limited,1,1,Green,LOW,LOW,LOW
4637,SODIUM CARBONATE PEROXIDE,소듐카보네이트퍼옥사이드,Limited,1-2,2,Green,LOW,LOW,LOW
4638,SOPHORA JAPONICA (JAPANESE PAGODA TREE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4639,STANNOUS CHLORIDE,스탄노우스클로라이드,Limited,1,1,Green,LOW,LOW,LOW
4640,STYRENE/ ACRYLAMIDE COPOLYMER,스타이렌/아크릴아마이드코폴리머,Limited,1-2,2,Green,LOW,LOW,LOW
4641,VEGETABLE SHORTENING,,Limited,1,1,Green,LOW,LOW,LOW
4642,VITAMIN K,,Fair,1,1,Green,LOW,LOW,LOW
4643,ACRYLATES/ DIMETHICONE METHACRYLATE/ ETHYLHEXYL ACRYLATE COPOLYMER,아크릴레이트/다이메티콘메타크릴레이트/에틸헥실아크릴레이트코폴리머,None,1,1,Green,LOW,LOW,LOW
4644,ACRYLATES/ PEG-10 MALEATE/ STYRENE COPOLYMER,아크릴레이트/피이지-10말리에이트/스타이렌코폴리머,None,3,3,Yellow,LOW,LOW,LOW
4645,CALODENDRUM CAPENSE NUT OIL,케이프체스트넛오일,None,1,1,Green,LOW,LOW,LOW
4646,CETEARYL WHEAT BRAN GLUCOSIDES,,None,1,1,Green,LOW,LOW,LOW
4647,FRAGARIA VESCA (STRAWBERRY) SEED,야생딸기씨,Limited,1,1,Green,LOW,LOW,LOW
4648,HEXANEDIOL,헥산다이올,Limited,1,1,Green,LOW,LOW,LOW
4649,HYDROGENATED STEARYL OLIVE ESTERS,,None,1,1,Green,LOW,LOW,LOW
4650,MELISSA OFFICINALIS (LEMON BALM) WATER,,Limited,1,1,Green,LOW,LOW,LOW
4651,PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE,피이지-2다이메도우폼아미도에틸모늄메토설페이트,None,3,3,Yellow,LOW,LOW,LOW
4652,PEG-20 GLYCERYL STEARATE,피이지-20글리세릴스테아레이트,None,3,3,Yellow,LOW,LOW,LOW
4653,PEG-33,피이지-33,None,3,3,Yellow,LOW,LOW,LOW
4654,POLYGONATUM MULTIFLORUM EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4655,SODIUM CASTORATE,소듐캐스터레이트,None,1,1,Green,LOW,LOW,LOW
4656,SOAPBARK EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4657,POLYDIMETHYLSILOXANE/ POLYMETHYSILESQUIOXANE COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
4658,MAGNESIUM LACTATE,마그네슘락테이트,Limited,1,1,Green,LOW,LOW,LOW
4659,ANETHOLE,아네솔,Limited,1,1,Green,LOW,LOW,LOW
4660,BIS-PHENYLPROPYL DIMETHICONE,비스-페닐프로필다이메티콘,None,1,1,Green,LOW,LOW,LOW
4661,CINCHONA SUCCIRUBRA (QUININE) BARK EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4662,D&C Brown No. 1 (CI 20170),,Limited,1-4,4,Yellow,LOW,LOW,LOW
4663,DECYL GLUCOSE,,None,1,1,Green,LOW,LOW,LOW
4664,ISOPARAFFIN,,Limited,1,1,Green,LOW,LOW,LOW
4665,MEDICAGO SATIVA (ALFALFA) LEAF POWDER,자주개자리잎가루,Fair,1,1,Green,LOW,LOW,LOW
4666,METHOSULFATE,,Limited,1,1,Green,LOW,LOW,LOW
4667,PEG-7 OLIVATE,피이지-7올리베이트,None,3,3,Yellow,LOW,LOW,LOW
4668,PROPYLENE GLYCOL ISOCETETH-3 ACETATE,프로필렌글라이콜아이소세테스-3아세테이트,None,2,2,Green,LOW,LOW,LOW
4669,PUNICA GRANATUM (POMEGRANATE) BARK EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4670,SESAMUM INDICUM (SESAME),,Limited,1,1,Green,LOW,LOW,LOW
4671,TERPINEN-4-OL,,Limited,1,1,Green,LOW,LOW,LOW
4672,VEGETABLE CETYL ALCOHOL,,None,1,1,Green,LOW,LOW,LOW
4673,BETA-CARYOPHYLLENE,베타-카리오필렌,Limited,1,1,Green,LOW,LOW,LOW
4674,BIOSACCHARIDE GUM-2,바이오사카라이드검-2,None,1,1,Green,LOW,LOW,LOW
4675,CORYLUS ROSTRATA (HAZEL) SEED EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4676,DICHLOROPHENYL IMIDAZOLDIOXOLAN,다이클로로페닐이미다졸다이옥솔란,Fair,1,1,Green,LOW,LOW,LOW
4677,EPIMEDIUM SAGITTATUM EXTRACT,전엽음양곽추출물,None,1,1,Green,LOW,LOW,LOW
4678,ETHYLHEXYL OLIVATE,에틸헥실올리베이트,None,1,1,Green,LOW,LOW,LOW
4679,LEONURUS SIBIRICUS EXTRACT,익모초추출물,None,1,1,Green,LOW,LOW,LOW
4680,MICHELIA ALBA LEAF OIL,화이트참파카잎오일,None,1,1,Green,LOW,LOW,LOW
4681,PIMENTA DIOICA (ALLSPICE),,Limited,1,1,Green,LOW,LOW,LOW
4682,POLYETHYLACRYLATE,폴리에틸아크릴레이트,Limited,1,1,Green,LOW,LOW,LOW
4683,POLYGLYCERYL-3 DISILOXANE DIMETHICONE,,None,1,1,Green,LOW,LOW,LOW
4684,SAPINDUS MUKUROSSI,,Limited,1,1,Green,LOW,LOW,LOW
4685,SHELLAC CERA,쉘락세라,None,1,1,Green,LOW,LOW,LOW
4686,VITIS VINIFERA (GRAPE) FRUIT WATER,포도수,Fair,1,1,Green,LOW,LOW,LOW
4687,LILIUM HYBRID EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4688,SOLANUM PANICULATUM EXTRACT,주루베바추출물,None,1,1,Green,LOW,LOW,LOW
4689,RICE OIL GLYCERETH-8 ESTERS,쌀오일글리세레스-8에스터,None,1,1,Green,LOW,LOW,LOW
4690,SANTALUM SPICATA (SANDALWOOD) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4691,SODIUM HYDROXYPROPYLSULFONATE LAURYLGLUCOSIDE CROSSPOLYMER,소듐하이드록시프로필설포네이트라우릴글루코사이드크로스폴리머,None,1,1,Green,LOW,LOW,LOW
4692,LITCHI CHINENSIS PERICARP (LYCHEE) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4693,ACTINIDIA CHINENSIS (KIWI),,Limited,1,1,Green,LOW,LOW,LOW
4694,CALCIUM PYROPHOSPHATE,칼슘파이로포스페이트,Fair,1,1,Green,LOW,LOW,LOW
4695,COCOATE,,Limited,1,1,Green,LOW,LOW,LOW
4696,DIOCTYL MALATE,,None,1,1,Green,LOW,LOW,LOW
4697,HORDEUM VULGARE (BARLEY),,Fair,1,1,Green,LOW,LOW,LOW
4698,HYDROXYCELLULOSE,,Limited,1,1,Green,LOW,LOW,LOW
4699,HYDROXYETHYL CETYLDIMONIUM PHOSPHATE,하이드록시에틸세틸다이모늄포스페이트,None,1,1,Green,LOW,LOW,LOW
4700,HYDROXYPROPYLTRIMONIUM,,Limited,1,1,Green,LOW,LOW,LOW
4701,ISOBUTYLENE/ ETHYLMALEIMIDE/ HYDROXYETHYLMALEIMIDE COPOLYMER,아이소부틸렌/에틸말레이미드/하이드록시에틸말레이미드코폴리머,None,1,1,Green,LOW,LOW,LOW
4702,LEONTOPODIUM ALPINUM (EDELWEISS) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4703,PEG-15 COCAMINE,피이지-15코카민,None,1-3,3,Yellow,LOW,LOW,LOW
4704,RAVENSARA AROMATICA OIL,,None,1,1,Green,LOW,LOW,LOW
4705,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF WATER,로즈마리잎수,Limited,1,1,Green,LOW,LOW,LOW
4706,SALIX ALBA (WHITE WILLOW) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4707,SODIUM GLUTAMATE,소듐글루타메이트,Fair,1,1,Green,LOW,LOW,LOW
4708,TOCOPHERSOLAN,토코페솔란,Limited,1,1,Green,LOW,LOW,LOW
4709,BRASSICA OLERACEA CAPITATA (CABBAGE) LEAF EXTRACT,양배추추출물,Limited,1,1,Green,LOW,LOW,LOW
4710,QUERCETIN,쿼세틴,Fair,1,1,Green,LOW,LOW,LOW
4711,CITRUS LIMON (LEMON) SEED OIL,레몬씨오일,None,1,1,Green,LOW,LOW,LOW
4712,ESCHSCHOLZIA CALIFORNICA (CALIFORNIA POPPY),,None,1,1,Green,LOW,LOW,LOW
4713,AGAVE AMERICANA STEM EXTRACT,용설란줄기추출물,None,1,1,Green,LOW,LOW,LOW
4714,ARTEMISIA HERBA-ALBA OIL,화이트웜우드오일,None,1,1,Green,LOW,LOW,LOW
4715,BEHENYL DIMETHICONE,베헤닐다이메티콘,None,1,1,Green,LOW,LOW,LOW
4716,PEG/ PPG-17/ 4 DIMETHYL ETHER,피이지/피피지-17/4다이메틸에터,None,1-3,3,Yellow,LOW,LOW,LOW
4717,"Styrax benzoin, ext.",,None,1,1,Green,LOW,LOW,LOW
4718,STRELITZIA NICOLAI (WHITE BIRD OF PARADISE) SEED ARIL EXTRACT,,Limited,4,4,Yellow,LOW,LOW,LOW
4719,BERBERIS AQUIFOLIUM (MAHONIA AQUIFOLIUM) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
4720,COCOTRIMONIUM CHLORIDE,코코트라이모늄클로라이드,Limited,4,4,Yellow,LOW,LOW,HIGH
4721,FOENICULUM VULGARE (FENNEL) SEEDS,,Limited,1,1,Green,LOW,LOW,LOW
4722,GREEN TEA OIL,,None,1,1,Green,LOW,LOW,LOW
4723,HEXYLDECYL STEARATE,헥실데실스테아레이트,None,1,1,Green,LOW,LOW,LOW
4724,NONOXYNOL-9,노녹시놀-9,Limited,3,3,Yellow,LOW,LOW,LOW
4725,PEG-4 MONTANATE,피이지-4몬타네이트,None,3,3,Yellow,LOW,LOW,LOW
4726,POLYGLYCERYL-10 DIPALMITATE,폴리글리세릴-10다이팔미테이트,Limited,1,1,Green,LOW,LOW,LOW
4727,ROSE PETAL EXTRACT,,None,3,3,Yellow,LOW,LOW,HIGH
4728,SOYAMIDOPROPYL BETAINE,소이아미도프로필베타인,Limited,1-3,3,Yellow,LOW,LOW,LOW
4729,C13-14 ALKANE,C13-14알케인,None,1,1,Green,LOW,LOW,LOW
4730,C14-15 ALCOHOLS,C14-15알코올,None,1,1,Green,LOW,LOW,LOW
4731,CARICA PAPAYA FRUIT,,Limited,1,1,Green,LOW,LOW,LOW
4732,COLOCASSIA ESCULENTA ROOT EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4733,GARDENIA FLORIDA OIL,치자나무오일,None,1,1,Green,LOW,LOW,LOW
4734,HEMIDESMUS INDICUS ROOT EXTRACT,안난트물뿌리추출물,None,1,1,Green,LOW,LOW,LOW
4735,HUMIC ACID,,Fair,1,1,Green,LOW,LOW,LOW
4736,LAURETH-7 CITRATE,라우레스-7시트레이트,None,2,2,Green,LOW,LOW,LOW
4737,METHYL GLUCOSE CAPRYLATE/ CAPRATE,메틸글루코오스카프릴레이트/카프레이트,None,1,1,Green,LOW,LOW,LOW
4738,POLYGLYCERYL-6 LAURATE,폴리글리세릴-6라우레이트,Limited,1,1,Green,LOW,LOW,LOW
4739,PONGAMIA PINNATA SEED EXTRACT,퐁감씨추출물,None,1,1,Green,LOW,LOW,LOW
4740,POTASSIUM AZELOYL DIGLYCINATE,,None,1,1,Green,LOW,LOW,LOW
4741,PUERARIA MIRIFICA ROOT EXTRACT,타이칡뿌리추출물,None,1,1,Green,LOW,LOW,LOW
4742,TERPINYL ACETATE,,Limited,1,1,Green,LOW,LOW,LOW
4743,FRAGARIA (STRAWBERRY) LEAF INFUSION,,Limited,1,1,Green,LOW,LOW,LOW
4744,ARCTIUM LAPPA (BURDOCK) INFUSION,,Limited,1,1,Green,LOW,LOW,LOW
4745,PENTAMETHYLCYCLOPENT-3-ENE-BUTANOL,,Fair,1-3,3,Yellow,LOW,LOW,LOW
4746,BRASSICA CAMPESTRIS/ ALEURITES FORDII OIL COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
4747,CARTHAMUS TINCTORIUS SEED EXTRACT,,None,1,1,Green,LOW,LOW,LOW
4748,RUBUS COREANUS FRUIT EXTRACT,복분자딸기열매추출물,None,1,1,Green,LOW,LOW,LOW
4749,OLIGOPEPTIDE-34,올리고펩타이드-34,None,1,1,Green,LOW,LOW,LOW
4750,HYDROGENATED GLYCERYL ABIETATE,하이드로제네이티드글리세릴아비에테이트,None,1,1,Green,LOW,LOW,LOW
4751,BRASSICA OLERACEA ITALICA (BROCCOLI) SPROUT EXTRACT,브로콜리싹추출물,None,1,1,Green,LOW,LOW,LOW
